FK_COLLECTION_ID,FK_FISH_ID,PK_TISSUE_TYPE,CAPTURE_LOCATION,CAPTURE_DATE,END_CAPTURE_DATE,LATITUDE,LONGITUDE,MESH_SIZE,MESH_SIZE_COMMENT,IS_MISSING_PAIRED_DATA_EXISTS,WELL_HAS_MORE_THAN_ONE_SAMPLE,IS_PRESENT_IN_DATASHEET,IS_PRESENT_BUT_NOT_IN_DS,VIAL_BARCODE,CONTAINER_ARRAY_TYPE_ID,DNA_TRAY_WORKBENCH_ID,DNA_TRAY_CODE,DNA_TRAY_WELL_POS,DNA_TRAY_WELL_CODE,STORAGE_ID,UNIT,SHELF_RACK,SLOT,EXHAUSTED_HOW,EXHAUSTED_BY,EXHAUSTED_DATE,AGENCY,OTHER_AGENCY_KEY,NUM_OTOLITHS_MISSING,OTO_INVENTORY_COMMENT
52496,96,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,H6,48,0000022114,W,2,I,,,,,,0,
52496,97,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,A1,1,0000022114,W,2,I,,,,,,0,
52496,98,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,B1,2,0000022114,W,2,I,,,,,,0,
52496,99,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,C1,3,0000022114,W,2,I,,,,,,0,
52496,100,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,D1,4,0000022114,W,2,I,,,,,,0,
52496,101,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,E1,5,0000022114,W,2,I,,,,,,0,
52496,102,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,F1,6,0000022114,W,2,I,,,,,,0,
52496,103,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,G1,7,0000022114,W,2,I,,,,,,0,
52496,104,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,H1,8,0000022114,W,2,I,,,,,,0,
52496,105,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,A2,9,0000022114,W,2,I,,,,,,0,
52496,106,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,B2,10,0000022114,W,2,I,,,,,,0,
52496,107,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,C2,11,0000022114,W,2,I,,,,,,0,
52496,108,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,D2,12,0000022114,W,2,I,,,,,,0,
52496,109,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,E2,13,0000022114,W,2,I,,,,,,0,
52496,110,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,F2,14,0000022114,W,2,I,,,,,,0,
52496,111,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,G2,15,0000022114,W,2,I,,,,,,0,
52496,112,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,H2,16,0000022114,W,2,I,,,,,,0,
52496,113,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,A3,17,0000022114,W,2,I,,,,,,0,
52496,114,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,B3,18,0000022114,W,2,I,,,,,,0,
52496,115,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,C3,19,0000022114,W,2,I,,,,,,0,
52496,116,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,D3,20,0000022114,W,2,I,,,,,,0,
52496,117,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,E3,21,0000022114,W,2,I,,,,,,0,
52496,118,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,F3,22,0000022114,W,2,I,,,,,,0,
52496,119,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,G3,23,0000022114,W,2,I,,,,,,0,
52496,120,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,H3,24,0000022114,W,2,I,,,,,,0,
52496,121,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,A4,25,0000022114,W,2,I,,,,,,0,
52496,122,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,B4,26,0000022114,W,2,I,,,,,,0,
52496,123,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,C4,27,0000022114,W,2,I,,,,,,0,
52496,124,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,D4,28,0000022114,W,2,I,,,,,,0,
52496,125,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,E4,29,0000022114,W,2,I,,,,,,0,
52496,126,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,F4,30,0000022114,W,2,I,,,,,,0,
