dna_plate_id,dna_plate_well,silly,fish_id,tissue_type,sex,origin,date,comment,silly_source,sample,dwp_barcode,dwp_well,length_mm_meh,otolith_mark_present,otolith_mark_id,hatchery,intertidal
63213,E11,PDUCK14E,14,Axillary Process,female,natural,2014-08-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,F11,PDUCK14E,15,Axillary Process,female,natural,2014-08-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,G11,PDUCK14E,16,Axillary Process,female,natural,2014-08-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,H11,PDUCK14E,17,Axillary Process,female,natural,2014-08-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,A12,PDUCK14E,22,Axillary Process,female,natural,2014-08-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,B12,PDUCK14E,23,Axillary Process,female,natural,2014-08-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,C12,PDUCK14L,1,Heart,female,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,D12,PDUCK14L,2,Heart,female,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,E12,PDUCK14L,3,Heart,female,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,F12,PDUCK14L,4,Heart,female,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,G12,PDUCK14L,5,Heart,female,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,E5,PVFDA15,1,Axillary Process,male,hatchery,2015-08-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,F5,PVFDA15,2,Axillary Process,male,hatchery,2015-08-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,G5,PVFDA15,3,Axillary Process,male,hatchery,2015-08-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,H5,PVFDA15,4,Axillary Process,male,hatchery,2015-08-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,A6,PVFDA15,5,Axillary Process,male,hatchery,2015-08-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,B6,PVFDA15,6,Axillary Process,male,hatchery,2015-08-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,C6,PVFDA15,7,Axillary Process,male,hatchery,2015-08-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,D6,PVFDA15,8,Axillary Process,male,hatchery,2015-08-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,E6,PVFDA15,9,Axillary Process,male,hatchery,2015-08-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,F6,PVFDA15,51,Axillary Process,female,hatchery,2015-08-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,G6,PVFDA15,52,Axillary Process,female,hatchery,2015-08-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,H6,PVFDA15,53,Axillary Process,female,hatchery,2015-08-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,A7,PVFDA15,54,Axillary Process,female,hatchery,2015-08-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,B7,PVFDA15,55,Axillary Process,female,hatchery,2015-08-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,C7,PVFDA15,56,Axillary Process,female,hatchery,2015-08-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,D7,PVFDA15,57,Axillary Process,female,hatchery,2015-08-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,E7,PVFDA15,58,Axillary Process,female,hatchery,2015-08-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,F7,PVFDA15,59,Axillary Process,female,hatchery,2015-08-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,G7,PVFDA15,101,Axillary Process,male,hatchery,2015-08-20T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,H7,PVFDA15,102,Axillary Process,male,hatchery,2015-08-20T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,A8,PVFDA15,103,Axillary Process,male,hatchery,2015-08-20T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,B8,PVFDA15,104,Axillary Process,male,hatchery,2015-08-20T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,C8,PVFDA15,105,Axillary Process,male,hatchery,2015-08-20T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,D8,PVFDA15,106,Axillary Process,male,hatchery,2015-08-20T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,E8,PVFDA15,107,Axillary Process,male,hatchery,2015-08-20T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,F8,PVFDA15,108,Axillary Process,male,hatchery,2015-08-20T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,G8,PVFDA15,109,Axillary Process,male,hatchery,2015-08-20T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,H8,PVFDA15,152,Axillary Process,female,hatchery,2015-08-20T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,A9,PVFDA15,153,Axillary Process,female,hatchery,2015-08-20T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,B9,PVFDA15,154,Axillary Process,female,hatchery,2015-08-20T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,C9,PVFDA15,155,Axillary Process,female,hatchery,2015-08-20T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,D9,PVFDA15,156,Axillary Process,female,hatchery,2015-08-20T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,E9,PVFDA15,157,Axillary Process,female,hatchery,2015-08-20T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,F9,PVFDA15,158,Axillary Process,female,hatchery,2015-08-20T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,G9,PVFDA15,159,Axillary Process,female,hatchery,2015-08-20T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,H9,PVFDA15,160,Axillary Process,female,hatchery,2015-08-20T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,F11,PDUCK13,1,Axillary Process,male,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,G11,PDUCK13,2,Axillary Process,male,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,H11,PDUCK13,3,Axillary Process,male,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,A12,PDUCK13,4,Axillary Process,male,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,B12,PDUCK13,5,Axillary Process,male,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,C12,PDUCK13,6,Axillary Process,male,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,D12,PDUCK13,7,Axillary Process,male,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,E12,PDUCK13,8,Axillary Process,female,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,F12,PDUCK13,9,Axillary Process,female,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,G12,PDUCK13,10,Axillary Process,male,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,A1,PDUCK14L,6,Heart,female,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,B1,PDUCK14L,7,Heart,female,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,C1,PDUCK14L,8,Heart,female,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,D1,PDUCK14L,9,Heart,female,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,E1,PDUCK14L,37,Heart,female,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,F1,PDUCK14L,38,Heart,female,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,G1,PDUCK14L,39,Heart,female,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,H1,PDUCK14L,40,Heart,female,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,A2,PDUCK14L,41,Heart,female,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,B2,PDUCK14L,42,Heart,female,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,C2,PDUCK14L,43,Heart,female,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,D2,PDUCK14L,44,Heart,female,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,E2,PDUCK14L,45,Heart,female,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,F2,PERB17,3,Heart-bulbus arteriosus,female,natural,2017-08-08T00:00:00Z,NA,PERB17_3,0000021870_3,0000021870,3,396,NO,NA,NA,Upstream
63214,G2,PERB17,4,Heart-bulbus arteriosus,female,natural,2017-08-08T00:00:00Z,NA,PERB17_4,0000021870_4,0000021870,4,460,NO,NA,NA,Upstream
63214,H2,PERB17,23,Heart-bulbus arteriosus,female,natural,2017-08-08T00:00:00Z,NA,PERB17_23,0000021870_23,0000021870,23,459,NO,NA,NA,Upstream
63214,A3,PERB17,33,Heart-bulbus arteriosus,male,natural,2017-08-08T00:00:00Z,NA,PERB17_33,0000021870_33,0000021870,33,428,NO,NA,NA,Upstream
63214,B3,PERB17,45,Heart-bulbus arteriosus,male,natural,2017-08-08T00:00:00Z,NA,PERB17_45,0000021870_45,0000021870,45,415,NO,NA,NA,Upstream
63214,C3,PERB17,64,Heart-bulbus arteriosus,male,natural,2017-08-16T00:00:00Z,NA,PERB17_64,0000021943_16,0000021943,16,484,NO,NA,NA,Intertidal
63214,D3,PERB17,110,Heart-bulbus arteriosus,male,natural,2017-08-21T00:00:00Z,NA,PERB17_110,0000022000_14,0000022000,14,345,NO,NA,NA,Intertidal
63214,E3,PERB17,111,Heart-bulbus arteriosus,female,natural,2017-08-21T00:00:00Z,NA,PERB17_111,0000022000_15,0000022000,15,397,NO,NA,NA,Intertidal
63214,F3,PERB17,113,Heart-bulbus arteriosus,male,natural,2017-08-21T00:00:00Z,NA,PERB17_113,0000022000_17,0000022000,17,412,NO,NA,NA,Intertidal
63214,G3,PERB17,123,Heart-bulbus arteriosus,female,natural,2017-08-21T00:00:00Z,NA,PERB17_123,0000022000_27,0000022000,27,374,NO,NA,NA,Intertidal
63214,H3,PERB17,127,Heart-bulbus arteriosus,male,natural,2017-08-21T00:00:00Z,NA,PERB17_127,0000022000_31,0000022000,31,382,NO,NA,NA,Intertidal
63214,A4,PERB17,136,Heart-bulbus arteriosus,male,natural,2017-08-21T00:00:00Z,NA,PERB17_136,0000022000_40,0000022000,40,505,NO,NA,NA,Intertidal
63214,B4,PERB17,138,Heart-bulbus arteriosus,female,natural,2017-08-21T00:00:00Z,NA,PERB17_138,0000022000_42,0000022000,42,449,NO,NA,NA,Intertidal
63214,C4,PERB17,148,Heart-bulbus arteriosus,male,natural,2017-08-25T00:00:00Z,NA,PERB17_148,0000022055_4,0000022055,4,481,NO,NA,NA,Intertidal
63214,D4,PERB17,151,Heart-bulbus arteriosus,female,natural,2017-08-25T00:00:00Z,NA,PERB17_151,0000022055_7,0000022055,7,364,NO,NA,NA,Intertidal
63214,E4,PERB17,187,Heart-bulbus arteriosus,female,natural,2017-08-25T00:00:00Z,NA,PERB17_187,0000022055_43,0000022055,43,388,NO,NA,NA,Intertidal
63214,F4,PERB17,217,Heart-bulbus arteriosus,female,natural,2017-08-31T00:00:00Z,NA,PERB17_217,0000022139_25,0000022139,25,406,NO,NA,NA,Upstream
63214,G4,PERB17,220,Heart-bulbus arteriosus,female,natural,2017-08-31T00:00:00Z,NA,PERB17_220,0000022139_28,0000022139,28,NA,NO,NA,NA,Upstream
63214,H4,PERB17,231,Heart-bulbus arteriosus,female,natural,2017-08-31T00:00:00Z,NA,PERB17_231,0000022139_39,0000022139,39,411,NO,NA,NA,Upstream
63214,A5,PERB17,234,Heart-bulbus arteriosus,female,natural,2017-08-31T00:00:00Z,NA,PERB17_234,0000022139_42,0000022139,42,388,NO,NA,NA,Upstream
63214,B5,PERB17,245,Heart-bulbus arteriosus,male,natural,2017-09-03T00:00:00Z,NA,PERB17_245,0000022203_5,0000022203,5,410,NO,NA,NA,Intertidal
63214,C5,PERB17,257,Heart-bulbus arteriosus,female,natural,2017-09-03T00:00:00Z,NA,PERB17_257,0000022203_17,0000022203,17,418,NO,NA,NA,Intertidal
63214,D5,PERB17,263,Heart-bulbus arteriosus,female,natural,2017-09-03T00:00:00Z,NA,PERB17_263,0000022203_23,0000022203,23,426,NO,NA,NA,Intertidal
63214,E5,PERB17,271,Heart-bulbus arteriosus,male,natural,2017-09-03T00:00:00Z,NA,PERB17_271,0000022203_31,0000022203,31,484,NO,NA,NA,Intertidal
63214,F5,PERB17,272,Heart-bulbus arteriosus,female,natural,2017-09-03T00:00:00Z,NA,PERB17_272,0000022203_32,0000022203,32,409,NO,NA,NA,Intertidal
63214,G5,PERB17,282,Heart-bulbus arteriosus,male,natural,2017-09-03T00:00:00Z,NA,PERB17_282,0000022203_42,0000022203,42,378,NO,NA,NA,Intertidal
63214,H5,PERB17,295,Heart-bulbus arteriosus,female,natural,2017-09-06T00:00:00Z,NA,PERB17_295,0000022258_7,0000022258,7,430,NO,NA,NA,Intertidal
63214,A6,PERB17,318,Heart-bulbus arteriosus,male,natural,2017-09-06T00:00:00Z,NA,PERB17_318,0000022258_30,0000022258,30,419,NO,NA,NA,Intertidal
63214,B6,PERB17,324,Heart-bulbus arteriosus,male,natural,2017-09-06T00:00:00Z,NA,PERB17_324,0000022258_36,0000022258,36,445,NO,NA,NA,Intertidal
63214,C6,PERB17,347,Heart-bulbus arteriosus,male,natural,2017-09-10T00:00:00Z,NA,PERB17_347,0000022323_11,0000022323,11,386,NO,NA,NA,Intertidal
63214,D6,PERB17,357,Heart-bulbus arteriosus,female,natural,2017-09-10T00:00:00Z,NA,PERB17_357,0000022323_21,0000022323,21,384,NO,NA,NA,Intertidal
63214,E6,PERB17,365,Heart-bulbus arteriosus,female,natural,2017-09-10T00:00:00Z,NA,PERB17_365,0000022323_29,0000022323,29,416,NO,NA,NA,Intertidal
63214,F6,PERB17,372,Heart-bulbus arteriosus,male,natural,2017-09-10T00:00:00Z,NA,PERB17_372,0000022323_36,0000022323,36,392,NO,NA,NA,Intertidal
63214,G6,PERB17,381,Heart-bulbus arteriosus,male,natural,2017-09-10T00:00:00Z,NA,PERB17_381,0000022323_45,0000022323,45,451,NO,NA,NA,Intertidal
63214,H6,PERB17,383,Heart-bulbus arteriosus,male,natural,2017-09-10T00:00:00Z,NA,PERB17_383,0000022323_47,0000022323,47,388,NO,NA,NA,Intertidal
63214,A7,PERB17,384,Heart-bulbus arteriosus,male,natural,2017-09-10T00:00:00Z,NA,PERB17_384,0000022323_48,0000022323,48,421,NO,NA,NA,Intertidal
63214,B7,PGREG14E,1,Axillary Process,male,natural,2014-08-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,C7,PGREG14E,6,Axillary Process,female,natural,2014-08-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,D7,PGREG14E,7,Axillary Process,female,natural,2014-08-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,E7,PGREG14E,8,Axillary Process,female,natural,2014-08-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,F7,PGREG14E,10,Axillary Process,male,natural,2014-08-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,G7,PGREG14E,12,Axillary Process,male,natural,2014-08-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,H7,PGREG14E,13,Axillary Process,female,natural,2014-08-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,A8,PGREG14E,14,Axillary Process,female,natural,2014-08-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,B8,PGREG14E,15,Axillary Process,female,natural,2014-08-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,C8,PGREG14E,16,Axillary Process,female,natural,2014-08-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,D8,PGREG14E,17,Axillary Process,male,natural,2014-08-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,E8,PGREG14E,18,Axillary Process,male,natural,2014-08-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,F8,PGREG14E,20,Axillary Process,female,natural,2014-08-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,G8,PGREG14E,22,Axillary Process,male,natural,2014-08-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,H8,PGREG14E,24,Axillary Process,female,natural,2014-08-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,A9,PGREG14E,26,Axillary Process,male,natural,2014-08-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,B9,PGREG14E,28,Axillary Process,male,natural,2014-08-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,C9,PGREG14E,29,Axillary Process,male,natural,2014-08-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,D9,PGREG14L,1,Heart,male,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,E9,PGREG14L,2,Heart,male,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,F9,PGREG14L,3,Heart,male,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,G9,PGREG14L,4,Heart,male,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,H9,PGREG14L,5,Heart,male,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,A10,PGREG14L,6,Heart,male,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,B10,PGREG14L,7,Heart,male,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,C10,PGREG14L,8,Heart,male,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,D10,PGREG14L,9,Heart,male,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,E10,PGREG14L,75,Heart,female,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,F10,PGREG14L,76,Heart,female,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,G10,PGREG14L,77,Heart,female,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,H10,PGREG14L,78,Heart,female,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,A11,PGREG14L,79,Heart,female,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,B11,PGREG14L,80,Heart,female,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,C11,PGREG14L,81,Heart,female,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,D11,PGREG14L,82,Heart,female,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63214,E11,PGREG14L,83,Heart,female,natural,2014-09-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63215,A1,PDUCK13,11,Axillary Process,male,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63215,B1,PDUCK13,12,Axillary Process,female,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63215,C1,PDUCK13,13,Axillary Process,male,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63215,D1,PDUCK13,14,Axillary Process,male,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63215,E1,PDUCK13,15,Axillary Process,female,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63215,F1,PDUCK13,16,Axillary Process,male,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63215,G1,PDUCK13,17,Axillary Process,male,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63215,H1,PDUCK13,18,Axillary Process,female,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63215,A2,PDUCK13,19,Axillary Process,male,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63215,B2,PDUCK13,20,Axillary Process,male,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63215,C2,PDUCK13,21,Axillary Process,male,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63215,D2,PDUCK13,22,Axillary Process,male,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63215,E2,PDUCK13,23,Axillary Process,male,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63215,F2,PDUCK13,34,Axillary Process,female,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63215,G2,PDUCK13,37,Axillary Process,female,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63215,H2,PDUCK13,50,Axillary Process,female,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63215,A3,PDUCK13,51,Axillary Process,female,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63215,B3,PDUCK13,52,Axillary Process,female,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63215,C3,PDUCK13,56,Axillary Process,female,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63215,D3,PDUCK13,58,Axillary Process,female,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63215,E3,PDUCK13,59,Axillary Process,female,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63215,F3,PDUCK13,60,Axillary Process,female,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63215,G3,PDUCK13,62,Axillary Process,female,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63215,H3,PDUCK13,72,Axillary Process,female,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63215,A4,PDUCK13,73,Axillary Process,female,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63215,B4,PDUCK13,78,Axillary Process,female,natural,2013-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63215,E6,PSTOCK16,9,Heart-bulbus arteriosus,NA,NA,NA,NA,PSTOCK16_9,0000015818_9,0000015818,9,457,YES,AFK14B,AFK,Upstream
63215,C4,PSTOCK16,84,Heart-bulbus arteriosus,male,hatchery,2016-09-09T00:00:00Z,NA,PSTOCK16_84,0000015861_36,0000015861,36,470,YES,AFK14B,AFK,Upstream
63215,D4,PSTOCK16,212,Heart-bulbus arteriosus,male,hatchery,2016-09-09T00:00:00Z,NA,PSTOCK16_212,0000015869_20,0000015869,20,457,YES,AFK14B,AFK,Upstream
63215,E4,PSTOCK16,878,Heart-bulbus arteriosus,female,natural,2016-09-04T00:00:00Z,NA,PSTOCK16_878,0000015790_47,0000015790,47,430,NO,NA,NA,Upstream
63215,F4,PSTOCK16,983,Heart-bulbus arteriosus,female,hatchery,2016-09-06T00:00:00Z,NA,PSTOCK16_983,0000015808_25,0000015808,25,447,YES,AFK14B,AFK,Upstream
63215,G4,PSTOCK16,1038,Heart-bulbus arteriosus,male,natural,2016-09-11T00:00:00Z,NA,PSTOCK16_1038,0000015892_32,0000015892,32,465,NO,NA,NA,Intertidal
63215,H4,PSTOCK16,1085,Heart-bulbus arteriosus,male,natural,2016-08-23T00:00:00Z,NA,PSTOCK16_1085,0000014555_42,0000014555,42,476,NO,NA,NA,Intertidal
63215,A5,PSTOCK16,1193,Heart-bulbus arteriosus,male,natural,2016-08-23T00:00:00Z,NA,PSTOCK16_1193,0000014550_6,0000014550,6,442,NO,NA,NA,Intertidal
63215,B5,PSTOCK16,1220,Heart-bulbus arteriosus,female,hatchery,2016-08-23T00:00:00Z,NA,PSTOCK16_1220,0000014550_33,0000014550,33,428,YES,AFK14B,AFK,Intertidal
63215,C5,PSTOCK16,1321,Heart-bulbus arteriosus,male,natural,2016-08-31T00:00:00Z,NA,PSTOCK16_1321,0000014623_38,0000014623,38,458,NO,NA,NA,Intertidal
63215,F6,PSTOCK16,1523,Heart-bulbus arteriosus,NA,NA,NA,NA,PSTOCK16_1523,0000015880_11,0000015880,11,NA,YES,AFK14B,AFK,Upstream
63215,D5,PSTOCK16,1799,Heart-bulbus arteriosus,female,natural,2016-08-31T00:00:00Z,NA,PSTOCK16_1799,0000014615_47,0000014615,47,434,NO,NA,NA,Intertidal
63215,E5,PSTOCK16,1833,Heart-bulbus arteriosus,female,hatchery,2016-09-09T00:00:00Z,NA,PSTOCK16_1833,0000015862_33,0000015862,33,441,YES,AFK14B,AFK,Upstream
