dna_plate_id,dna_plate_well,silly_source,silly_indiv,fish_id_indiv,tissue_type,sex_indiv,origin_indiv,date,comment,sample,silly_paired,fish_id_paired,dwp_barcode,dwp_well,sample_date,sex_paired,length_mm_meh,origin_paired,otolith_mark_present,otolith_mark_id,hatchery,intertidal
63214,B3,PERB17_45,PERB17,45,Heart-bulbus arteriosus,male,natural,2017-08-08,"NA",0000021870_45,PERB17,45,0000021870,45,2017-08-08,male,415,natural,NO,NA,NA,Upstream
63214,C3,PERB17_64,PERB17,64,Heart-bulbus arteriosus,male,natural,2017-08-16,"NA",0000021943_16,PERB17,64,0000021943,16,2017-08-16,male,484,natural,NO,NA,NA,Intertidal
63214,D3,PERB17_110,PERB17,110,Heart-bulbus arteriosus,male,natural,2017-08-21,"NA",0000022000_14,PERB17,110,0000022000,14,2017-08-21,male,345,natural,NO,NA,NA,Intertidal
63214,E3,PERB17_111,PERB17,111,Heart-bulbus arteriosus,female,natural,2017-08-21,"NA",0000022000_15,PERB17,111,0000022000,15,2017-08-21,female,397,natural,NO,NA,NA,Intertidal
63214,F3,PERB17_113,PERB17,113,Heart-bulbus arteriosus,male,natural,2017-08-21,"NA",0000022000_17,PERB17,113,0000022000,17,2017-08-21,male,412,natural,NO,NA,NA,Intertidal
63214,G3,PERB17_123,PERB17,123,Heart-bulbus arteriosus,female,natural,2017-08-21,"NA",0000022000_27,PERB17,123,0000022000,27,2017-08-21,female,374,natural,NO,NA,NA,Intertidal
63214,H3,PERB17_127,PERB17,127,Heart-bulbus arteriosus,male,natural,2017-08-21,"NA",0000022000_31,PERB17,127,0000022000,31,2017-08-21,male,382,natural,NO,NA,NA,Intertidal
63214,A4,PERB17_136,PERB17,136,Heart-bulbus arteriosus,male,natural,2017-08-21,"NA",0000022000_40,PERB17,136,0000022000,40,2017-08-21,male,505,natural,NO,NA,NA,Intertidal
63214,B4,PERB17_138,PERB17,138,Heart-bulbus arteriosus,female,natural,2017-08-21,"NA",0000022000_42,PERB17,138,0000022000,42,2017-08-21,female,449,natural,NO,NA,NA,Intertidal
63214,C4,PERB17_148,PERB17,148,Heart-bulbus arteriosus,male,natural,2017-08-25,"NA",0000022055_4,PERB17,148,0000022055,4,2017-08-25,male,481,natural,NO,NA,NA,Intertidal
63214,D4,PERB17_151,PERB17,151,Heart-bulbus arteriosus,female,natural,2017-08-25,"NA",0000022055_7,PERB17,151,0000022055,7,2017-08-25,female,364,natural,NO,NA,NA,Intertidal
63214,E4,PERB17_187,PERB17,187,Heart-bulbus arteriosus,female,natural,2017-08-25,"NA",0000022055_43,PERB17,187,0000022055,43,2017-08-25,female,388,natural,NO,NA,NA,Intertidal
63214,F4,PERB17_217,PERB17,217,Heart-bulbus arteriosus,female,natural,2017-08-31,"NA",0000022139_25,PERB17,217,0000022139,25,2017-08-31,female,406,natural,NO,NA,NA,Upstream
63214,G4,PERB17_220,PERB17,220,Heart-bulbus arteriosus,female,natural,2017-08-31,"NA",0000022139_28,PERB17,220,0000022139,28,2017-08-31,female,NA,natural,NO,NA,NA,Upstream
63214,H4,PERB17_231,PERB17,231,Heart-bulbus arteriosus,female,natural,2017-08-31,"NA",0000022139_39,PERB17,231,0000022139,39,2017-08-31,female,411,natural,NO,NA,NA,Upstream
63214,A5,PERB17_234,PERB17,234,Heart-bulbus arteriosus,female,natural,2017-08-31,"NA",0000022139_42,PERB17,234,0000022139,42,2017-08-31,female,388,natural,NO,NA,NA,Upstream
63214,B5,PERB17_245,PERB17,245,Heart-bulbus arteriosus,male,natural,2017-09-03,"NA",0000022203_5,PERB17,245,0000022203,5,2017-09-03,male,410,natural,NO,NA,NA,Intertidal
63214,C5,PERB17_257,PERB17,257,Heart-bulbus arteriosus,female,natural,2017-09-03,"NA",0000022203_17,PERB17,257,0000022203,17,2017-09-03,female,418,natural,NO,NA,NA,Intertidal
63214,D5,PERB17_263,PERB17,263,Heart-bulbus arteriosus,female,natural,2017-09-03,"NA",0000022203_23,PERB17,263,0000022203,23,2017-09-03,female,426,natural,NO,NA,NA,Intertidal
63214,E5,PERB17_271,PERB17,271,Heart-bulbus arteriosus,male,natural,2017-09-03,"NA",0000022203_31,PERB17,271,0000022203,31,2017-09-03,male,484,natural,NO,NA,NA,Intertidal
63214,F5,PERB17_272,PERB17,272,Heart-bulbus arteriosus,female,natural,2017-09-03,"NA",0000022203_32,PERB17,272,0000022203,32,2017-09-03,female,409,natural,NO,NA,NA,Intertidal
63214,G5,PERB17_282,PERB17,282,Heart-bulbus arteriosus,male,natural,2017-09-03,"NA",0000022203_42,PERB17,282,0000022203,42,2017-09-03,male,378,natural,NO,NA,NA,Intertidal
63214,H5,PERB17_295,PERB17,295,Heart-bulbus arteriosus,female,natural,2017-09-06,"NA",0000022258_7,PERB17,295,0000022258,7,2017-09-06,female,430,natural,NO,NA,NA,Intertidal
63214,A6,PERB17_318,PERB17,318,Heart-bulbus arteriosus,male,natural,2017-09-06,"NA",0000022258_30,PERB17,318,0000022258,30,2017-09-06,male,419,natural,NO,NA,NA,Intertidal
