Lab Project ID,Plate ID,Silly Code,Fish,Well,Tissue Type
2666,63217,PHOGAN16,12004,D6,Heart-bulbus arteriosus
2666,63217,PHOGAN16,12123,E6,Heart-bulbus arteriosus
2666,63217,PHOGAN16,12157,F6,Heart-bulbus arteriosus
2666,63217,PHOGAN16,12206,G6,Heart-bulbus arteriosus
2666,63217,PHOGAN16,12242,H6,Heart-bulbus arteriosus
2666,63217,PHOGAN16,12289,A7,Heart-bulbus arteriosus
2666,63217,PHOGAN16,12379,B7,Heart-bulbus arteriosus
2666,63217,PHOGAN16,12498,C7,Heart-bulbus arteriosus
2666,63217,PHOGAN16,12857,D7,Heart-bulbus arteriosus
2666,63218,PHOGAN15,4305,A1,Heart-bulbus arteriosus
2666,63218,PHOGAN15,4380,B1,Heart-bulbus arteriosus
2666,63218,PHOGAN15,4592,C1,Heart-bulbus arteriosus
2666,63218,PHOGAN15,4874,D1,Heart-bulbus arteriosus
2666,63218,PHOGAN15,4924,E1,Heart-bulbus arteriosus
2666,63218,PHOGAN15,5214,F1,Heart-bulbus arteriosus
2666,63218,PHOGAN15,5704,G1,Heart-bulbus arteriosus
2666,63218,PHOGAN15,5877,H1,Heart-bulbus arteriosus
2666,63218,PHOGAN15,6008,A2,Heart-bulbus arteriosus
2666,63218,PHOGAN15,6167,B2,Heart-bulbus arteriosus
2666,63218,PHOGAN15,6248,C2,Heart-bulbus arteriosus
2666,63218,PHOGAN15,6288,D2,Heart-bulbus arteriosus
2666,63218,PHOGAN15,6377,E2,Heart-bulbus arteriosus
2666,63218,PHOGAN15,6637,F2,Heart-bulbus arteriosus
2666,63218,PHOGAN15,6825,G2,Heart-bulbus arteriosus
2666,63218,PHOGAN15,6867,H2,Heart-bulbus arteriosus
2666,63218,PHOGAN15,6885,A3,Heart-bulbus arteriosus
2666,63218,PHOGAN15,7024,B3,Heart-bulbus arteriosus
2666,63218,PHOGAN15,7115,C3,Heart-bulbus arteriosus
2666,63218,PHOGAN15,7294,D3,Heart-bulbus arteriosus
2666,63218,PHOGAN15,7470,E3,Heart-bulbus arteriosus
2666,63218,PHOGAN15,7485,F3,Heart-bulbus arteriosus
2666,63218,PHOGAN15,8043,G3,Heart-bulbus arteriosus
2666,63218,PHOGAN15,8447,H3,Heart-bulbus arteriosus
2666,63218,PHOGAN15,8554,A4,Heart-bulbus arteriosus
2666,63218,PHOGAN15,8687,B4,Heart-bulbus arteriosus
2666,63218,PHOGAN15,8725,C4,Heart-bulbus arteriosus
2666,63218,PHOGAN15,8901,D4,Heart-bulbus arteriosus
2666,63218,PHOGAN15,9302,E4,Heart-bulbus arteriosus
2666,63218,PSPRIN14,129,F4,Heart-bulbus arteriosus
2666,63218,PSPRIN14,130,G4,Heart-bulbus arteriosus
2666,63218,PSPRIN14,135,H4,Heart-bulbus arteriosus
2666,63218,PSPRIN14,138,A5,Heart-bulbus arteriosus
2666,63218,PSPRIN14,139,B5,Heart-bulbus arteriosus
2666,63218,PSPRIN14,140,C5,Heart-bulbus arteriosus
2666,63218,PSPRIN14,141,D5,Heart-bulbus arteriosus
2666,63218,PSPRIN14,142,E5,Heart-bulbus arteriosus
2666,63218,PSPRIN14,143,F5,Heart-bulbus arteriosus
2666,63218,PSPRIN14,145,G5,Heart-bulbus arteriosus
2666,63218,PSPRIN14,147,H5,Heart-bulbus arteriosus
2666,63218,PSPRIN14,148,A6,Heart-bulbus arteriosus
2666,63218,PSPRIN14,150,B6,Heart-bulbus arteriosus
2666,63218,PSPRIN14,151,C6,Heart-bulbus arteriosus
2666,63218,PSPRIN14,152,D6,Heart-bulbus arteriosus
2666,63218,PSPRIN14,154,E6,Heart-bulbus arteriosus
2666,63218,PSPRIN14,157,F6,Heart-bulbus arteriosus
2666,63218,PSPRIN14,171,G6,Heart-bulbus arteriosus
2666,63218,PSPRIN14,173,H6,Heart-bulbus arteriosus
2666,63218,PSPRIN14,175,A7,Heart-bulbus arteriosus
2666,63218,PSPRIN14,179,C7,Heart-bulbus arteriosus
2666,63218,PSPRIN14,180,D7,Heart-bulbus arteriosus
2666,63218,PSPRIN14,181,E7,Heart-bulbus arteriosus
2666,63218,PSPRIN14,187,F7,Heart-bulbus arteriosus
2666,63218,PSPRIN14,189,G7,Heart-bulbus arteriosus
2666,63218,PSPRIN14,193,H7,Heart-bulbus arteriosus
2666,63218,PSPRIN14,196,A8,Heart-bulbus arteriosus
2666,63218,PSPRIN14,201,B8,Heart-bulbus arteriosus
2666,63218,PSPRIN14,207,C8,Heart-bulbus arteriosus
2666,63218,PSPRIN14,208,D8,Heart-bulbus arteriosus
2666,63218,PSPRIN14,212,E8,Heart-bulbus arteriosus
2666,63218,PSPRIN14,223,F8,Heart-bulbus arteriosus
2666,63218,PSPRIN14,224,G8,Heart-bulbus arteriosus
2666,63218,PSPRIN14,241,H8,Heart-bulbus arteriosus
2666,63218,PSPRIN14,242,A9,Heart-bulbus arteriosus
2666,63218,PSPRIN15,2433,B9,Heart-bulbus arteriosus
2666,63218,PSPRIN15,2440,C9,Heart-bulbus arteriosus
2666,63218,PSPRIN15,2452,D9,Heart-bulbus arteriosus
2666,63218,PSPRIN15,2458,E9,Heart-bulbus arteriosus
2666,63218,PSPRIN15,2484,F9,Heart-bulbus arteriosus
2666,63218,PSPRIN15,2487,G9,Heart-bulbus arteriosus
2666,63218,PSPRIN15,2492,H9,Heart-bulbus arteriosus
2666,63218,PSPRIN15,2504,A10,Heart-bulbus arteriosus
2666,63218,PSPRIN15,2509,B10,Heart-bulbus arteriosus
2666,63218,PSPRIN15,4878,C10,Heart-bulbus arteriosus
2666,63218,PSPRIN15,4916,D10,Heart-bulbus arteriosus
2666,63218,PSPRIN15,4917,E10,Heart-bulbus arteriosus
2666,63218,PSPRIN15,4939,F10,Heart-bulbus arteriosus
2666,63218,PSPRIN15,4951,G10,Heart-bulbus arteriosus
2666,63218,PSPRIN15,4961,H10,Heart-bulbus arteriosus
2666,63218,PSPRIN15,4966,A11,Heart-bulbus arteriosus
2666,63218,PSPRIN15,7383,B11,Heart-bulbus arteriosus
2666,63218,PSPRIN15,7387,C11,Heart-bulbus arteriosus
2666,63218,PSPRIN15,7394,D11,Heart-bulbus arteriosus
2666,63218,PSPRIN15,7416,E11,Heart-bulbus arteriosus
2666,63218,PSPRIN15,7444,F11,Heart-bulbus arteriosus
2666,63218,PSPRIN15,7454,G11,Heart-bulbus arteriosus
2666,63218,PSPRIN15,7455,H11,Heart-bulbus arteriosus
2666,63218,PSPRIN15,7458,A12,Heart-bulbus arteriosus
2666,63218,PSPRIN15,7459,B12,Heart-bulbus arteriosus
2666,63218,PSPRIN15,7462,C12,Heart-bulbus arteriosus
2666,63218,PSPRIN15,9903,D12,Heart-bulbus arteriosus
2666,63218,PSPRIN15,9905,E12,Heart-bulbus arteriosus
2666,63218,PSPRIN15,9907,F12,Heart-bulbus arteriosus
2666,63218,PSPRIN15,9909,G12,Heart-bulbus arteriosus
2666,63219,PAFK14,50,C6,Axillary Process
2666,63219,PAFK14,51,D6,Axillary Process
2666,63219,PAFK14,52,E6,Axillary Process
2666,63219,PAFK14,53,F6,Axillary Process
2666,63219,PAFK14,54,G6,Axillary Process
2666,63219,PAFK14,55,H6,Axillary Process
2666,63219,PAFK14,56,A7,Axillary Process
2666,63219,PAFK14,57,B7,Axillary Process
2666,63219,PAFK14,58,C7,Axillary Process
2666,63219,PAFK14,59,D7,Axillary Process
2666,63219,PAFK14,60,E7,Axillary Process
2666,63219,PAFK14,61,F7,Axillary Process
2666,63219,PAFK14,62,G7,Axillary Process
2666,63219,PAFK14,63,H7,Axillary Process
2666,63219,PAFK14,64,A8,Axillary Process
2666,63219,PAFK14,65,B8,Axillary Process
2666,63219,PAFK14,66,C8,Axillary Process
2666,63219,PAFK14,67,D8,Axillary Process
2666,63219,PAFK14,75,E8,Axillary Process
2666,63219,PAFK14,76,F8,Axillary Process
2666,63219,PAFK14,77,G8,Axillary Process
2666,63219,PAFK14,78,H8,Axillary Process
2666,63219,PAFK14,79,A9,Axillary Process
2666,63219,PAFK14,80,B9,Axillary Process
2666,63219,PAFK14,81,C9,Axillary Process
2666,63219,PAFK14,82,D9,Axillary Process
2666,63219,PAFK14,83,E9,Axillary Process
2666,63219,PAFK14,84,F9,Axillary Process
2666,63219,PAFK14,85,G9,Axillary Process
2666,63219,PAFK14,86,H9,Axillary Process
2666,63219,PAFK14,87,A10,Axillary Process
2666,63219,PAFK14,88,B10,Axillary Process
2666,63219,PAFK14,89,C10,Axillary Process
2666,63219,PAFK14,90,D10,Axillary Process
2666,63219,PAFK14,91,E10,Axillary Process
2666,63219,PAFK14,92,F10,Axillary Process
2666,63219,PAFK91H,1,G10,Heart
2666,63219,PAFK91H,2,H10,Heart
2666,63219,PAFK91H,3,A11,Heart
2666,63219,PAFK91H,4,B11,Heart
2666,63219,PAFK91H,5,C11,Heart
2666,63219,PAFK91H,6,D11,Heart
2666,63219,PAFK91H,7,E11,Heart
2666,63219,PAFK91H,8,F11,Heart
2666,63219,PAFK91H,9,G11,Heart
2666,63219,PAFK91H,10,H11,Heart
2666,63219,PAFK91H,11,A12,Heart
2666,63219,PAFK91H,12,B12,Heart
2666,63219,PAFK91H,13,C12,Heart
2666,63219,PAFK91H,14,D12,Heart
2666,63219,PAFK91H,15,E12,Heart
2666,63219,PAFK91H,16,F12,Heart
2666,63219,PAFK91H,17,G12,Heart
2666,63219,PAFK94H,65,G1,Heart
2666,63219,PAFK94H,66,H1,Heart
2666,63219,PAFK94H,67,A2,Heart
2666,63219,PAFK94H,68,B2,Heart
2666,63219,PAFK94H,69,C2,Heart
2666,63219,PAFK94H,70,D2,Heart
2666,63219,PAFK94H,71,E2,Heart
2666,63219,PAFK94H,72,F2,Heart
2666,63219,PAFK94H,73,G2,Heart
2666,63219,PAFK94H,74,H2,Heart
2666,63219,PAFK94H,75,A3,Heart
2666,63219,PAFK94H,76,B3,Heart
2666,63219,PAFK94H,77,C3,Heart
2666,63219,PAFK94H,78,D3,Heart
2666,63219,PAFK94H,79,E3,Heart
2666,63219,PAFK94H,80,F3,Heart
2666,63219,PAFK94H,81,G3,Heart
2666,63219,PAFK94H,82,H3,Heart
2666,63219,PAFK94H,83,A4,Heart
2666,63219,PAFK94H,84,B4,Heart
2666,63219,PAFK94H,85,C4,Heart
2666,63219,PAFK94H,86,D4,Heart
2666,63219,PAFK94H,87,E4,Heart
2666,63219,PAFK94H,88,F4,Heart
2666,63219,PAFK94H,89,G4,Heart
2666,63219,PAFK94H,90,H4,Heart
2666,63219,PAFK94H,91,A5,Heart
2666,63219,PAFK94H,92,B5,Heart
2666,63219,PAFK94H,93,C5,Heart
2666,63219,PAFK94H,94,D5,Heart
2666,63219,PAFK94H,95,E5,Heart
2666,63219,PAFK94H,96,F5,Heart
2666,63219,PAFK94H,97,G5,Heart
2666,63219,PAFK94H,98,H5,Heart
2666,63219,PAFK94H,99,A6,Heart
2666,63219,PAFK94H,100,B6,Heart
2666,63219,PSPRIN15,9911,A1,Heart-bulbus arteriosus
2666,63219,PSPRIN15,9915,B1,Heart-bulbus arteriosus
2666,63219,PSPRIN15,9935,C1,Heart-bulbus arteriosus
2666,63219,PSPRIN15,9944,D1,Heart-bulbus arteriosus
2666,63219,PSPRIN15,9955,E1,Heart-bulbus arteriosus
2666,63219,PSPRIN15,9960,F1,Heart-bulbus arteriosus
2666,63220,PAFK13,151,D3,Axillary Process
2666,63220,PAFK13,152,E3,Axillary Process
2666,63220,PAFK13,153,F3,Axillary Process
2666,63220,PAFK13,154,G3,Axillary Process
2666,63220,PAFK13,155,H3,Axillary Process
2666,63220,PAFK13,156,A4,Axillary Process
2666,63220,PAFK13,157,B4,Axillary Process
2666,63220,PAFK13,158,C4,Axillary Process
2666,63220,PAFK13,159,D4,Axillary Process
2666,63220,PAFK13,160,E4,Axillary Process
2666,63220,PAFK13,161,F4,Axillary Process
2666,63220,PAFK13,162,G4,Axillary Process
2666,63220,PAFK13,163,H4,Axillary Process
2666,63220,PAFK13,164,A5,Axillary Process
2666,63220,PAFK13,165,B5,Axillary Process
2666,63220,PAFK13,166,C5,Axillary Process
2666,63220,PAFK13,167,D5,Axillary Process
2666,63220,PAFK13,168,E5,Axillary Process
2666,63220,PAFK13,175,F5,Axillary Process
2666,63220,PAFK13,176,G5,Axillary Process
2666,63220,PAFK13,177,H5,Axillary Process
2666,63220,PAFK13,178,A6,Axillary Process
2666,63220,PAFK13,179,B6,Axillary Process
2666,63220,PAFK13,180,C6,Axillary Process
2666,63220,PAFK13,181,D6,Axillary Process
2666,63220,PAFK13,182,E6,Axillary Process
2666,63220,PAFK13,183,F6,Axillary Process
2666,63220,PAFK13,184,G6,Axillary Process
2666,63220,PAFK13,185,H6,Axillary Process
2666,63220,PAFK13,186,A7,Axillary Process
2666,63220,PAFK13,187,B7,Axillary Process
2666,63220,PAFK13,188,C7,Axillary Process
2666,63220,PAFK13,189,D7,Axillary Process
2666,63220,PAFK13,190,E7,Axillary Process
2666,63220,PAFK13,191,F7,Axillary Process
2666,63220,PAFK13,192,G7,Axillary Process
2666,63220,PAFK91H,18,A1,Heart
2666,63220,PAFK91H,51,B1,Heart
2666,63220,PAFK91H,52,C1,Heart
2666,63220,PAFK91H,53,D1,Heart
2666,63220,PAFK91H,54,E1,Heart
2666,63220,PAFK91H,55,F1,Heart
2666,63220,PAFK91H,56,G1,Heart
2666,63220,PAFK91H,57,H1,Heart
2666,63220,PAFK91H,58,A2,Heart
2666,63220,PAFK91H,59,B2,Heart
2666,63220,PAFK91H,60,C2,Heart
2666,63220,PAFK91H,61,D2,Heart
2666,63220,PAFK91H,62,E2,Heart
2666,63220,PAFK91H,63,F2,Heart
2666,63220,PAFK91H,64,G2,Heart
2666,63220,PAFK91H,65,H2,Heart
2666,63220,PAFK91H,66,A3,Heart
2666,63220,PAFK91H,67,B3,Heart
2666,63220,PAFK91H,68,C3,Heart
2666,63220,PCANN14,1,H7,Axillary Process
2666,63220,PCANN14,2,A8,Axillary Process
2666,63220,PCANN14,3,B8,Axillary Process
2666,63220,PCANN14,4,C8,Axillary Process
2666,63220,PCANN14,5,D8,Axillary Process
2666,63220,PCANN14,6,E8,Axillary Process
2666,63220,PCANN14,7,F8,Axillary Process
2666,63220,PCANN14,8,G8,Axillary Process
2666,63220,PCANN14,9,H8,Axillary Process
2666,63220,PCANN14,10,A9,Axillary Process
2666,63220,PCANN14,11,B9,Axillary Process
2666,63220,PCANN14,12,C9,Axillary Process
2666,63220,PCANN14,13,D9,Axillary Process
2666,63220,PCANN14,14,E9,Axillary Process
2666,63220,PCANN14,15,F9,Axillary Process
2666,63220,PCANN14,16,G9,Axillary Process
2666,63220,PCANN14,17,H9,Axillary Process
2666,63220,PCANN14,18,A10,Axillary Process
2666,63220,PCANN14,26,B10,Axillary Process
2666,63220,PCANN14,27,C10,Axillary Process
2666,63220,PCANN14,28,D10,Axillary Process
2666,63220,PCANN14,29,E10,Axillary Process
2666,63220,PCANN14,30,F10,Axillary Process
2666,63220,PCANN14,31,G10,Axillary Process
2666,63220,PCANN14,32,H10,Axillary Process
2666,63220,PCANN14,33,A11,Axillary Process
2666,63220,PCANN14,34,B11,Axillary Process
2666,63220,PCANN14,35,C11,Axillary Process
2666,63220,PCANN14,36,D11,Axillary Process
2666,63220,PCANN14,37,E11,Axillary Process
2666,63220,PCANN14,38,F11,Axillary Process
2666,63220,PCANN14,39,G11,Axillary Process
2666,63220,PCANN14,40,H11,Axillary Process
2666,63220,PCANN14,41,A12,Axillary Process
2666,63220,PCANN14,42,B12,Axillary Process
2666,63220,PCANN14,43,C12,Axillary Process
2666,63220,PCANN91H,1,D12,Heart
2666,63220,PCANN91H,2,E12,Heart
2666,63220,PCANN91H,3,F12,Heart
2666,63220,PCANN91H,4,G12,Heart
2666,63221,PCANN91H,5,A1,Heart
2666,63221,PCANN91H,6,B1,Heart
2666,63221,PCANN91H,7,C1,Heart
2666,63221,PCANN91H,8,D1,Heart
2666,63221,PCANN91H,9,E1,Heart
2666,63221,PCANN91H,10,F1,Heart
2666,63221,PCANN91H,11,G1,Heart
2666,63221,PCANN91H,12,H1,Heart
2666,63221,PCANN91H,13,A2,Heart
2666,63221,PCANN91H,14,B2,Heart
2666,63221,PCANN91H,15,C2,Heart
2666,63221,PCANN91H,16,D2,Heart
2666,63221,PCANN91H,17,E2,Heart
2666,63221,PCANN91H,18,F2,Heart
2666,63221,PCANN91H,51,G2,Heart
2666,63221,PCANN91H,52,H2,Heart
2666,63221,PCANN91H,53,A3,Heart
2666,63221,PCANN91H,54,B3,Heart
2666,63221,PCANN91H,55,C3,Heart
2666,63221,PCANN91H,56,D3,Heart
2666,63221,PCANN91H,57,E3,Heart
2666,63221,PCANN91H,58,F3,Heart
2666,63221,PCANN91H,59,G3,Heart
2666,63221,PCANN91H,60,H3,Heart
2666,63221,PCANN91H,61,A4,Heart
2666,63221,PCANN91H,62,B4,Heart
2666,63221,PCANN91H,63,C4,Heart
2666,63221,PCANN91H,64,D4,Heart
2666,63221,PCANN91H,65,E4,Heart
2666,63221,PCANN91H,66,F4,Heart
2666,63221,PCANN91H,67,G4,Heart
2666,63221,PCANN91H,68,H4,Heart
2666,63221,PVFDA14,1,E9,Axillary Process
2666,63221,PVFDA14,2,F9,Axillary Process
2666,63221,PVFDA14,3,G9,Axillary Process
2666,63221,PVFDA14,4,H9,Axillary Process
2666,63221,PVFDA14,5,A10,Axillary Process
2666,63221,PVFDA14,25,B10,Axillary Process
2666,63221,PVFDA14,26,C10,Axillary Process
2666,63221,PVFDA14,27,D10,Axillary Process
2666,63221,PVFDA14,28,E10,Axillary Process
2666,63221,PVFDA14,49,F10,Axillary Process
2666,63221,PVFDA14,50,G10,Axillary Process
2666,63221,PVFDA14,51,H10,Axillary Process
2666,63221,PVFDA14,52,A11,Axillary Process
2666,63221,PVFDA14,53,B11,Axillary Process
2666,63221,PVFDA14,74,C11,Axillary Process
2666,63221,PVFDA14,75,D11,Axillary Process
2666,63221,PVFDA14,76,E11,Axillary Process
2666,63221,PVFDA14,77,F11,Axillary Process
2666,63221,PVFDA14,99,G11,Axillary Process
2666,63221,PVFDA14,100,H11,Axillary Process
2666,63221,PVFDA14,101,A12,Axillary Process
2666,63221,PVFDA14,102,B12,Axillary Process
2666,63221,PVFDA14,103,C12,Axillary Process
2666,63221,PVFDA14,124,D12,Axillary Process
2666,63221,PVFDA14,125,E12,Axillary Process
2666,63221,PVFDA14,126,F12,Axillary Process
2666,63221,PVFDA14,127,G12,Axillary Process
2666,63221,PVFDA94H,1,A5,Heart
2666,63221,PVFDA94H,2,B5,Heart
2666,63221,PVFDA94H,3,C5,Heart
2666,63221,PVFDA94H,4,D5,Heart
2666,63221,PVFDA94H,5,E5,Heart
2666,63221,PVFDA94H,6,F5,Heart
2666,63221,PVFDA94H,7,G5,Heart
2666,63221,PVFDA94H,8,H5,Heart
2666,63221,PVFDA94H,9,A6,Heart
2666,63221,PVFDA94H,10,B6,Heart
2666,63221,PVFDA94H,11,C6,Heart
2666,63221,PVFDA94H,12,D6,Heart
2666,63221,PVFDA94H,13,E6,Heart
2666,63221,PVFDA94H,14,F6,Heart
2666,63221,PVFDA94H,15,G6,Heart
2666,63221,PVFDA94H,16,H6,Heart
2666,63221,PVFDA94H,17,A7,Heart
2666,63221,PVFDA94H,18,B7,Heart
2666,63221,PVFDA94H,51,C7,Heart
2666,63221,PVFDA94H,52,D7,Heart
2666,63221,PVFDA94H,53,E7,Heart
2666,63221,PVFDA94H,54,F7,Heart
2666,63221,PVFDA94H,55,G7,Heart
2666,63221,PVFDA94H,56,H7,Heart
2666,63221,PVFDA94H,57,A8,Heart
2666,63221,PVFDA94H,58,B8,Heart
2666,63221,PVFDA94H,59,C8,Heart
2666,63221,PVFDA94H,60,D8,Heart
2666,63221,PVFDA94H,61,E8,Heart
2666,63221,PVFDA94H,62,F8,Heart
2666,63221,PVFDA94H,63,G8,Heart
2666,63221,PVFDA94H,64,H8,Heart
2666,63221,PVFDA94H,65,A9,Heart
2666,63221,PVFDA94H,66,B9,Heart
2666,63221,PVFDA94H,67,C9,Heart
2666,63221,PVFDA94H,68,D9,Heart
2666,63222,PDUCK94T,1,F6,Heart
2666,63222,PDUCK94T,2,G6,Heart
2666,63222,PDUCK94T,3,H6,Heart
2666,63222,PDUCK94T,4,A7,Heart
2666,63222,PDUCK94T,5,B7,Heart
2666,63222,PDUCK94T,6,C7,Heart
2666,63222,PDUCK94T,7,D7,Heart
2666,63222,PDUCK94T,8,E7,Heart
2666,63222,PDUCK94T,9,F7,Heart
2666,63222,PDUCK94T,10,G7,Heart
2666,63222,PDUCK94T,11,H7,Heart
2666,63222,PDUCK94T,12,A8,Heart
2666,63222,PDUCK94T,13,B8,Heart
2666,63222,PDUCK94T,14,C8,Heart
2666,63222,PDUCK94T,15,D8,Heart
2666,63222,PDUCK94T,16,E8,Heart
2666,63222,PDUCK94T,17,F8,Heart
2666,63222,PDUCK94T,18,G8,Heart
2666,63222,PDUCK94T,51,H8,Heart
2666,63222,PDUCK94T,52,A9,Heart
2666,63222,PDUCK94T,53,B9,Heart
2666,63222,PDUCK94T,54,C9,Heart
2666,63222,PDUCK94T,55,D9,Heart
2666,63222,PDUCK94T,56,E9,Heart
2666,63222,PDUCK94T,57,F9,Heart
2666,63222,PDUCK94T,58,G9,Heart
2666,63222,PDUCK94T,59,H9,Heart
2666,63222,PDUCK94T,60,A10,Heart
2666,63222,PDUCK94T,61,B10,Heart
2666,63222,PDUCK94T,62,C10,Heart
2666,63222,PDUCK94T,63,D10,Heart
2666,63222,PDUCK94T,64,E10,Heart
2666,63222,PDUCK94T,65,F10,Heart
2666,63222,PDUCK94T,66,G10,Heart
2666,63222,PDUCK94T,67,H10,Heart
2666,63222,PDUCK94T,68,A11,Heart
2666,63222,PERBE91T,1,B11,Heart
2666,63222,PERBE91T,2,C11,Heart
2666,63222,PERBE91T,3,D11,Heart
2666,63222,PERBE91T,4,E11,Heart
2666,63222,PERBE91T,5,F11,Heart
2666,63222,PERBE91T,6,G11,Heart
2666,63222,PERBE91T,7,H11,Heart
2666,63222,PERBE91T,8,A12,Heart
2666,63222,PERBE91T,9,B12,Heart
2666,63222,PERBE91T,51,C12,Heart
2666,63222,PERBE91T,52,D12,Heart
2666,63222,PERBE91T,53,E12,Heart
2666,63222,PERBE91T,54,F12,Heart
2666,63222,PERBE91T,55,G12,Heart
2666,63222,PVFDA14,149,A1,Axillary Process
2666,63222,PVFDA14,150,B1,Axillary Process
2666,63222,PVFDA14,151,C1,Axillary Process
2666,63222,PVFDA14,152,D1,Axillary Process
2666,63222,PVFDA14,153,E1,Axillary Process
2666,63222,PVFDA14,174,F1,Axillary Process
2666,63222,PVFDA14,175,G1,Axillary Process
2666,63222,PVFDA14,176,H1,Axillary Process
2666,63222,PVFDA14,177,A2,Axillary Process
2666,63222,PVFDE91H,1,B2,Heart
2666,63222,PVFDE91H,2,C2,Heart
2666,63222,PVFDE91H,3,D2,Heart
2666,63222,PVFDE91H,4,E2,Heart
2666,63222,PVFDE91H,5,F2,Heart
2666,63222,PVFDE91H,6,G2,Heart
2666,63222,PVFDE91H,7,H2,Heart
2666,63222,PVFDE91H,8,A3,Heart
2666,63222,PVFDE91H,9,B3,Heart
2666,63222,PVFDE91H,10,C3,Heart
2666,63222,PVFDE91H,11,D3,Heart
2666,63222,PVFDE91H,12,E3,Heart
2666,63222,PVFDE91H,13,F3,Heart
2666,63222,PVFDE91H,14,G3,Heart
2666,63222,PVFDE91H,15,H3,Heart
2666,63222,PVFDE91H,16,A4,Heart
2666,63222,PVFDE91H,17,B4,Heart
2666,63222,PVFDE91H,18,C4,Heart
2666,63222,PVFDE91H,51,D4,Heart
2666,63222,PVFDE91H,52,E4,Heart
2666,63222,PVFDE91H,53,F4,Heart
2666,63222,PVFDE91H,54,G4,Heart
2666,63222,PVFDE91H,55,H4,Heart
2666,63222,PVFDE91H,56,A5,Heart
2666,63222,PVFDE91H,57,B5,Heart
2666,63222,PVFDE91H,58,C5,Heart
2666,63222,PVFDE91H,59,D5,Heart
2666,63222,PVFDE91H,60,E5,Heart
2666,63222,PVFDE91H,61,F5,Heart
2666,63222,PVFDE91H,62,G5,Heart
2666,63222,PVFDE91H,63,H5,Heart
2666,63222,PVFDE91H,64,A6,Heart
2666,63222,PVFDE91H,65,B6,Heart
2666,63222,PVFDE91H,66,C6,Heart
2666,63222,PVFDE91H,67,D6,Heart
2666,63222,PVFDE91H,68,E6,Heart
2666,63223,PDUCM91T,1,C8,Heart
2666,63223,PDUCM91T,2,D8,Heart
2666,63223,PDUCM91T,3,E8,Heart
2666,63223,PDUCM91T,4,F8,Heart
2666,63223,PDUCM91T,5,G8,Heart
2666,63223,PDUCM91T,6,H8,Heart
2666,63223,PDUCM91T,7,A9,Heart
2666,63223,PDUCM91T,8,B9,Heart
2666,63223,PDUCM91T,9,C9,Heart
2666,63223,PDUCM91T,10,D9,Heart
2666,63223,PDUCM91T,11,E9,Heart
2666,63223,PDUCM91T,12,F9,Heart
2666,63223,PDUCM91T,13,G9,Heart
2666,63223,PDUCM91T,14,H9,Heart
2666,63223,PDUCM91T,15,A10,Heart
2666,63223,PDUCM91T,16,B10,Heart
2666,63223,PDUCM91T,17,C10,Heart
2666,63223,PDUCM91T,18,D10,Heart
2666,63223,PDUCM91T,51,E10,Heart
2666,63223,PDUCM91T,52,F10,Heart
2666,63223,PDUCM91T,53,G10,Heart
2666,63223,PDUCM91T,54,H10,Heart
2666,63223,PDUCM91T,55,A11,Heart
2666,63223,PDUCM91T,56,B11,Heart
2666,63223,PDUCM91T,57,C11,Heart
2666,63223,PDUCM91T,58,D11,Heart
2666,63223,PDUCM91T,59,E11,Heart
2666,63223,PDUCM91T,60,F11,Heart
2666,63223,PDUCM91T,61,G11,Heart
2666,63223,PDUCM91T,62,H11,Heart
2666,63223,PDUCM91T,63,A12,Heart
2666,63223,PDUCM91T,64,B12,Heart
2666,63223,PDUCM91T,65,C12,Heart
2666,63223,PDUCM91T,66,D12,Heart
2666,63223,PDUCM91T,67,E12,Heart
2666,63223,PDUCM91T,68,F12,Heart
2666,63223,PERBE91T,56,A1,Heart
2666,63223,PERBE91T,57,B1,Heart
2666,63223,PERBE91T,58,C1,Heart
2666,63223,PERBE91T,59,D1,Heart
2666,63223,PERBL91T,1,E1,Heart
2666,63223,PERBL91T,2,F1,Heart
2666,63223,PERBL91T,3,G1,Heart
2666,63223,PERBL91T,4,H1,Heart
2666,63223,PERBL91T,5,A2,Heart
2666,63223,PERBL91T,6,B2,Heart
2666,63223,PERBL91T,7,C2,Heart
2666,63223,PERBL91T,8,D2,Heart
2666,63223,PERBL91T,9,E2,Heart
2666,63223,PERBL91T,51,F2,Heart
2666,63223,PERBL91T,52,G2,Heart
2666,63223,PERBL91T,53,H2,Heart
2666,63223,PERBL91T,54,A3,Heart
2666,63223,PERBL91T,55,B3,Heart
2666,63223,PERBL91T,56,C3,Heart
2666,63223,PERBL91T,57,D3,Heart
2666,63223,PERBL91T,58,E3,Heart
2666,63223,PERBL91T,59,F3,Heart
2666,63223,PGREG94,1,G3,Heart
2666,63223,PGREG94,2,H3,Heart
2666,63223,PGREG94,3,A4,Heart
2666,63223,PGREG94,4,B4,Heart
2666,63223,PGREG94,5,C4,Heart
2666,63223,PGREG94,6,D4,Heart
2666,63223,PGREG94,7,E4,Heart
2666,63223,PGREG94,8,F4,Heart
2666,63223,PGREG94,9,G4,Heart
2666,63223,PGREG94,10,H4,Heart
2666,63223,PGREG94,11,A5,Heart
2666,63223,PGREG94,12,B5,Heart
2666,63223,PGREG94,13,C5,Heart
2666,63223,PGREG94,14,D5,Heart
2666,63223,PGREG94,15,E5,Heart
